Orthogroup	apple_prot	fruticosa_prot	peach_prot	subA___prot	subA_prot	subB_prot	sweet_cherry_prot	Total
OG0000617	7	6	2	3	4	3	2	27
OG0000618	27	0	0	0	0	0	0	27
OG0000619	6	8	3	1	3	3	3	27
OG0000620	27	0	0	0	0	0	0	27
OG0000621	2	13	2	2	4	1	3	27
OG0000622	9	6	3	3	2	2	2	27
OG0000623	2	15	3	2	3	1	1	27
OG0000624	10	12	1	0	0	1	3	27
OG0000625	26	0	0	0	1	0	0	27
OG0000626	1	13	3	4	2	0	4	27
OG0000627	4	6	2	4	7	3	1	27
OG0000628	8	8	3	3	2	2	1	27
OG0000629	25	2	0	0	0	0	0	27
OG0000630	3	9	2	3	3	3	4	27
OG0000631	8	5	2	2	3	4	3	27
OG0000632	4	7	3	3	3	3	4	27
OG0000633	5	9	3	3	1	3	3	27
OG0000634	2	10	4	3	0	4	4	27
OG0000635	1	9	2	4	2	6	3	27
OG0000636	7	6	2	3	3	3	3	27
OG0000637	3	8	4	4	4	0	4	27
OG0000638	7	7	3	3	2	2	3	27
OG0000639	6	7	4	3	3	3	1	27
OG0000640	1	12	2	4	2	3	3	27
OG0000641	4	9	5	3	2	3	1	27
OG0000642	1	7	5	3	5	3	3	27
OG0000643	3	6	4	2	6	3	3	27
OG0000644	4	8	3	5	3	2	2	27
OG0000645	2	9	3	2	3	4	4	27
OG0000646	5	6	4	3	3	3	3	27
OG0000647	1	9	6	0	4	4	3	27
OG0000648	2	11	2	2	3	3	4	27
OG0000649	2	10	2	1	3	3	6	27
OG0000650	3	6	3	3	4	4	4	27
OG0000651	2	8	3	4	3	4	3	27
OG0000652	2	11	1	6	3	1	3	27
OG0000653	3	6	4	4	4	3	3	27
OG0000654	6	10	2	2	2	2	3	27
OG0000655	1	9	3	4	0	4	6	27
OG0000656	2	13	0	0	2	2	8	27
OG0000657	1	11	3	1	5	3	3	27
OG0000658	1	13	1	3	5	3	1	27
OG0000659	1	11	3	3	5	2	2	27
OG0000660	0	5	0	11	2	4	5	27
OG0000661	0	26	0	0	1	0	0	27
OG0000662	0	6	4	2	5	4	6	27
OG0000663	0	20	0	3	4	0	0	27
OG0000664	0	27	0	0	0	0	0	27
OG0000665	0	27	0	0	0	0	0	27
OG0000666	0	27	0	0	0	0	0	27
OG0000667	0	18	0	0	1	2	6	27
OG0000668	0	8	3	3	3	7	3	27
OG0000669	0	23	0	2	2	0	0	27
OG0000670	0	25	0	0	0	0	2	27
OG0000671	0	8	4	4	2	6	3	27
OG0000672	0	26	0	0	0	0	1	27
OG0000673	2	9	3	3	4	3	2	26
OG0000674	17	3	5	0	0	0	1	26
OG0000675	8	8	3	2	2	2	1	26
OG0000676	24	0	1	0	1	0	0	26
OG0000677	2	2	6	3	3	3	7	26
OG0000678	5	6	3	3	3	3	3	26
OG0000679	3	8	4	3	2	1	5	26
OG0000680	7	6	3	2	1	3	4	26
OG0000681	1	12	3	2	3	3	2	26
OG0000682	5	6	3	3	3	3	3	26
OG0000683	5	7	3	2	3	3	3	26
OG0000684	5	6	4	3	3	2	3	26
OG0000685	2	6	6	3	4	1	4	26
OG0000686	3	10	2	3	3	3	2	26
OG0000687	3	7	4	4	2	3	3	26
OG0000688	6	6	3	2	2	4	3	26
OG0000689	4	8	3	3	2	3	3	26
OG0000690	5	9	3	3	3	1	2	26
OG0000691	5	9	1	3	5	3	0	26
OG0000692	2	7	11	1	2	2	1	26
OG0000693	3	11	1	1	6	2	2	26
OG0000694	1	10	1	3	6	4	1	26
OG0000695	3	11	2	3	3	2	2	26
OG0000696	3	9	3	3	3	3	2	26
OG0000697	1	16	9	0	0	0	0	26
OG0000698	2	10	3	3	3	3	2	26
OG0000699	1	10	3	0	4	4	4	26
OG0000700	4	3	3	4	4	4	4	26
OG0000701	2	12	8	1	1	1	1	26
OG0000702	3	8	3	3	3	3	3	26
OG0000703	2	11	2	3	3	2	3	26
OG0000704	2	9	3	2	4	3	3	26
OG0000705	1	11	3	3	2	3	3	26
OG0000706	1	9	3	1	5	5	2	26
OG0000707	1	10	1	2	2	0	10	26
OG0000708	0	25	0	0	0	0	1	26
OG0000709	0	24	0	1	0	0	1	26
OG0000710	0	11	3	2	4	2	4	26
OG0000711	0	25	0	0	0	0	1	26
OG0000712	0	6	6	4	4	3	3	26
OG0000713	0	26	0	0	0	0	0	26
OG0000714	0	12	6	2	2	3	1	26
OG0000715	0	16	0	3	4	1	2	26
OG0000716	0	8	3	2	3	5	5	26
OG0000717	0	12	1	5	4	2	2	26
OG0000718	0	7	4	3	4	4	4	26
OG0000719	0	0	0	3	0	23	0	26
OG0000720	0	0	0	0	0	1	25	26
OG0000721	4	5	3	3	3	3	4	25
OG0000722	2	8	3	5	1	4	2	25
OG0000723	25	0	0	0	0	0	0	25
OG0000724	11	0	2	7	3	1	1	25
OG0000725	6	11	4	1	1	1	1	25
OG0000726	2	12	3	0	2	2	4	25
OG0000727	4	3	3	5	3	4	3	25
OG0000728	24	1	0	0	0	0	0	25
OG0000729	2	7	2	2	3	4	5	25
OG0000730	4	10	0	0	3	3	5	25
OG0000731	1	9	1	3	3	3	5	25
OG0000732	5	10	3	2	2	3	0	25
OG0000733	6	8	2	2	2	2	3	25
OG0000734	6	6	3	2	3	2	3	25
OG0000735	5	13	4	0	0	1	2	25
OG0000736	5	5	3	3	2	3	4	25
OG0000737	3	2	5	2	5	5	3	25
OG0000738	1	8	4	3	3	3	3	25
OG0000739	5	4	3	3	3	4	3	25
OG0000740	6	5	3	3	3	2	3	25
OG0000741	5	7	3	1	2	4	3	25
OG0000742	7	10	1	3	2	0	2	25
OG0000743	3	9	3	2	2	3	3	25
OG0000744	2	11	3	3	2	2	2	25
OG0000745	2	7	4	5	3	0	4	25
OG0000746	2	8	2	3	3	4	3	25
OG0000747	2	12	2	2	3	2	2	25
OG0000748	5	12	1	3	2	1	1	25
OG0000749	1	5	4	4	3	4	4	25
OG0000750	2	11	4	3	3	1	1	25
OG0000751	2	8	2	3	3	3	4	25
OG0000752	1	13	2	3	3	3	0	25
OG0000753	1	9	4	3	4	1	3	25
OG0000754	1	10	2	2	4	3	3	25
OG0000755	1	15	0	2	5	2	0	25
OG0000756	1	10	2	2	4	3	3	25
OG0000757	1	10	3	4	1	3	3	25
OG0000758	1	13	3	1	2	2	3	25
OG0000759	0	18	0	3	3	1	0	25
OG0000760	0	9	1	2	4	5	4	25
OG0000761	0	14	1	3	5	2	0	25
OG0000762	0	24	0	0	1	0	0	25
OG0000763	0	15	0	0	2	2	6	25
OG0000764	0	15	1	1	0	1	7	25
OG0000765	0	6	8	3	2	5	1	25
OG0000766	0	7	8	4	3	2	1	25
OG0000767	0	11	3	5	2	2	2	25
OG0000768	0	10	3	0	3	4	5	25
OG0000769	0	1	0	0	0	0	24	25
OG0000770	0	0	8	3	2	3	9	25
OG0000771	0	0	1	12	5	7	0	25
OG0000772	0	0	0	0	0	0	25	25
OG0000773	23	0	0	0	0	0	1	24
OG0000774	19	0	1	2	2	0	0	24
OG0000775	24	0	0	0	0	0	0	24
OG0000776	4	7	3	3	2	3	2	24
OG0000777	24	0	0	0	0	0	0	24
OG0000778	2	5	2	2	3	0	10	24
OG0000779	4	5	3	3	3	3	3	24
OG0000780	4	5	3	4	3	2	3	24
OG0000781	4	9	3	2	0	2	4	24
OG0000782	24	0	0	0	0	0	0	24
OG0000783	3	8	2	2	2	3	4	24
OG0000784	2	8	2	3	2	4	3	24
OG0000785	5	13	1	0	0	1	4	24
OG0000786	7	6	3	2	1	2	3	24
OG0000787	1	8	6	3	2	2	2	24
OG0000788	3	15	0	2	2	2	0	24
OG0000789	24	0	0	0	0	0	0	24
OG0000790	5	5	3	2	0	5	4	24
OG0000791	3	6	4	3	3	3	2	24
OG0000792	2	3	4	3	4	5	3	24
OG0000793	4	3	3	5	2	5	2	24
OG0000794	2	6	2	2	6	4	2	24
OG0000795	4	5	3	3	2	4	3	24
OG0000796	2	8	0	4	2	3	5	24
OG0000797	2	10	5	0	3	2	2	24
OG0000798	4	6	4	4	1	1	4	24
OG0000799	2	7	2	4	3	2	4	24
OG0000800	7	9	2	2	1	1	2	24
OG0000801	3	8	3	3	4	1	2	24
OG0000802	2	12	3	3	0	2	2	24
OG0000803	4	8	2	2	3	2	3	24
OG0000804	4	8	2	3	2	0	5	24
OG0000805	3	6	3	2	7	2	1	24
OG0000806	5	9	2	2	2	2	2	24
OG0000807	4	6	3	2	3	3	3	24
OG0000808	4	9	2	1	3	3	2	24
OG0000809	2	6	3	2	3	4	4	24
OG0000810	3	7	2	3	3	3	3	24
OG0000811	4	5	2	3	2	4	4	24
OG0000812	5	3	5	2	3	1	5	24
OG0000813	1	7	4	2	5	2	3	24
OG0000814	1	9	3	2	3	3	3	24
OG0000815	1	7	2	2	3	5	4	24
OG0000816	3	7	1	3	2	4	4	24
OG0000817	4	5	3	3	3	3	3	24
OG0000818	1	5	2	3	3	4	6	24
OG0000819	2	5	3	2	1	5	6	24
OG0000820	2	7	3	3	3	3	3	24
OG0000821	1	6	6	2	2	4	3	24
OG0000822	3	6	3	2	3	3	4	24
OG0000823	3	6	3	3	3	3	3	24
OG0000824	1	9	2	2	3	3	4	24
OG0000825	2	11	2	2	0	2	5	24
OG0000826	2	5	4	4	3	3	3	24
OG0000827	3	6	2	4	1	4	4	24
OG0000828	1	8	3	3	4	3	2	24
OG0000829	2	10	2	3	3	2	2	24
OG0000830	1	7	3	1	2	3	7	24
OG0000831	0	21	0	1	1	1	0	24
OG0000832	0	7	2	4	3	4	4	24
OG0000833	0	7	2	6	3	3	3	24
OG0000834	0	22	1	0	1	0	0	24
OG0000835	0	20	2	0	0	1	1	24
OG0000836	0	5	5	4	2	4	4	24
OG0000837	0	14	0	1	1	1	7	24
OG0000838	0	9	2	4	1	4	4	24
OG0000839	0	18	0	2	3	1	0	24
OG0000840	0	11	3	2	2	4	2	24
OG0000841	0	15	0	3	4	1	1	24
OG0000842	0	1	3	0	1	0	19	24
OG0000843	0	21	0	1	1	1	0	24
OG0000844	0	13	0	2	0	1	8	24
OG0000845	0	12	2	3	2	2	3	24
OG0000846	0	16	1	1	0	2	4	24
OG0000847	0	1	1	0	1	1	20	24
OG0000848	0	5	4	4	6	3	2	24
OG0000849	0	0	0	0	0	0	24	24
OG0000850	23	0	0	0	0	0	0	23
OG0000851	4	6	10	0	1	1	1	23
OG0000852	8	6	2	1	4	1	1	23
OG0000853	9	5	2	2	2	2	1	23
OG0000854	5	5	3	4	3	1	2	23
OG0000855	7	1	2	3	1	1	8	23
OG0000856	13	0	1	0	3	2	4	23
OG0000857	4	6	3	1	3	3	3	23
OG0000858	23	0	0	0	0	0	0	23
OG0000859	4	9	3	1	1	2	3	23
OG0000860	7	7	1	2	3	2	1	23
OG0000861	4	5	3	3	2	3	3	23
OG0000862	6	7	4	1	1	1	3	23
OG0000863	3	9	4	2	2	1	2	23
OG0000864	2	9	3	4	2	2	1	23
OG0000865	2	10	2	3	2	3	1	23
OG0000866	4	0	2	3	5	4	5	23
OG0000867	3	7	5	2	2	0	4	23
OG0000868	5	8	2	2	2	2	2	23
OG0000869	5	7	3	3	1	1	3	23
OG0000870	4	7	2	2	2	3	3	23
OG0000871	2	5	3	3	2	4	4	23
OG0000872	4	9	1	3	1	3	2	23
OG0000873	2	5	3	3	3	3	4	23
OG0000874	2	7	2	2	3	3	4	23
OG0000875	3	6	3	3	3	3	2	23
OG0000876	12	2	0	2	6	1	0	23
OG0000877	2	11	3	3	1	2	1	23
OG0000878	3	6	2	1	3	5	3	23
OG0000879	3	9	3	3	0	2	3	23
OG0000880	5	8	2	2	2	2	2	23
OG0000881	4	5	3	3	3	3	2	23
OG0000882	3	6	2	3	3	2	4	23
OG0000883	3	5	2	3	3	4	3	23
OG0000884	3	5	3	3	3	3	3	23
OG0000885	2	7	1	2	2	2	7	23
OG0000886	2	7	3	3	2	3	3	23
OG0000887	2	10	1	2	3	3	2	23
OG0000888	1	6	2	4	1	4	5	23
OG0000889	2	7	3	3	2	3	3	23
OG0000890	1	12	0	3	3	2	2	23
OG0000891	1	12	1	3	2	2	2	23
OG0000892	0	23	0	0	0	0	0	23
OG0000893	0	20	1	0	0	1	1	23
OG0000894	0	19	0	1	0	0	3	23
OG0000895	0	11	0	0	1	4	7	23
OG0000896	0	5	4	2	1	2	9	23
OG0000897	0	12	1	3	5	0	2	23
OG0000898	0	15	2	0	1	2	3	23
OG0000899	0	1	5	0	1	0	16	23
OG0000900	0	14	1	2	2	1	3	23
OG0000901	0	12	1	1	4	2	3	23
OG0000902	0	6	3	6	2	3	3	23
OG0000903	0	10	3	2	2	5	1	23
OG0000904	0	8	1	3	2	4	5	23
OG0000905	0	2	1	7	6	5	2	23
OG0000906	0	2	11	0	0	2	8	23
OG0000907	0	0	1	0	0	0	22	23
OG0000908	0	0	0	0	6	17	0	23
OG0000909	2	3	2	3	4	4	4	22
OG0000910	11	4	3	1	2	0	1	22
OG0000911	4	4	2	3	4	3	2	22
OG0000912	22	0	0	0	0	0	0	22
OG0000913	2	10	4	2	2	1	1	22
OG0000914	5	7	2	2	2	2	2	22
OG0000915	5	0	4	3	1	0	9	22
OG0000916	2	8	3	1	3	2	3	22
OG0000917	22	0	0	0	0	0	0	22
OG0000918	3	5	4	2	2	4	2	22
OG0000919	3	9	2	2	2	2	2	22
OG0000920	11	5	3	1	1	1	0	22
OG0000921	4	8	2	1	3	2	2	22
OG0000922	2	10	2	3	2	1	2	22
OG0000923	5	0	4	3	3	4	3	22
OG0000924	3	7	2	3	2	2	3	22
OG0000925	7	4	2	2	3	2	2	22
OG0000926	3	7	2	2	3	2	3	22
OG0000927	3	6	3	3	3	2	2	22
OG0000928	4	6	2	3	2	3	2	22
OG0000929	6	5	2	2	2	2	3	22
OG0000930	5	7	2	2	2	2	2	22
OG0000931	2	9	2	2	2	2	3	22
OG0000932	9	3	3	1	3	2	1	22
OG0000933	2	6	3	2	2	5	2	22
OG0000934	4	5	5	0	1	0	7	22
OG0000935	1	10	0	1	3	1	6	22
OG0000936	17	0	1	2	2	0	0	22
OG0000937	8	5	2	2	2	2	1	22
OG0000938	5	5	2	2	2	3	3	22
OG0000939	7	4	3	1	2	3	2	22
OG0000940	4	3	5	2	3	1	4	22
OG0000941	3	9	2	2	2	3	1	22
OG0000942	6	1	4	1	1	1	8	22
OG0000943	2	11	1	2	2	2	2	22
OG0000944	3	3	3	2	3	3	5	22
OG0000945	1	13	1	2	0	4	1	22
OG0000946	2	7	1	1	0	1	10	22
OG0000947	2	6	2	3	3	3	3	22
OG0000948	4	6	3	3	2	3	1	22
OG0000949	4	6	4	2	2	2	2	22
OG0000950	2	6	3	3	2	3	3	22
OG0000951	4	7	1	2	2	3	3	22
OG0000952	4	7	2	2	3	2	2	22
OG0000953	3	8	2	2	2	3	2	22
OG0000954	3	4	3	3	2	3	4	22
OG0000955	2	11	2	1	0	1	5	22
OG0000956	1	9	2	3	2	2	3	22
OG0000957	3	6	2	2	3	3	3	22
OG0000958	4	8	3	2	1	2	2	22
OG0000959	1	8	3	2	2	3	3	22
OG0000960	3	6	3	2	2	2	4	22
OG0000961	2	5	3	3	3	3	3	22
OG0000962	3	8	1	2	4	2	2	22
OG0000963	2	13	5	1	0	1	0	22
OG0000964	3	7	2	1	3	1	5	22
OG0000965	3	8	2	3	2	2	2	22
OG0000966	1	9	1	3	2	4	2	22
OG0000967	1	9	3	2	2	3	2	22
OG0000968	1	6	2	1	2	4	6	22
OG0000969	4	6	2	2	2	3	3	22
OG0000970	2	4	4	2	5	3	2	22
OG0000971	2	10	2	2	2	2	2	22
OG0000972	1	8	1	2	4	3	3	22
OG0000973	1	6	3	2	3	4	3	22
OG0000974	0	8	1	5	6	0	2	22
OG0000975	0	7	2	3	2	4	4	22
OG0000976	0	15	2	2	1	2	0	22
OG0000977	0	10	1	6	1	2	2	22
OG0000978	0	7	2	2	2	5	4	22
OG0000979	0	22	0	0	0	0	0	22
OG0000980	0	9	0	4	5	3	1	22
OG0000981	0	14	1	3	1	2	1	22
OG0000982	0	22	0	0	0	0	0	22
OG0000983	0	12	1	5	2	2	0	22
OG0000984	0	8	3	2	1	3	5	22
OG0000985	0	0	5	0	1	16	0	22
OG0000986	0	0	0	0	0	0	22	22
OG0000987	4	6	3	2	2	2	2	21
OG0000988	1	10	2	2	2	3	1	21
OG0000989	5	5	3	2	2	2	2	21
OG0000990	4	7	2	2	2	2	2	21
OG0000991	4	8	2	1	2	2	2	21
OG0000992	4	6	3	2	2	2	2	21
OG0000993	10	6	1	1	0	0	3	21
OG0000994	2	8	2	2	2	1	4	21
OG0000995	5	4	3	3	2	1	3	21
OG0000996	5	6	2	2	2	2	2	21
OG0000997	3	8	3	1	1	2	3	21
OG0000998	4	7	2	3	2	1	2	21
OG0000999	21	0	0	0	0	0	0	21
OG0001000	6	5	2	2	2	2	2	21
OG0001001	4	6	2	3	2	2	2	21
OG0001002	2	8	1	3	3	1	3	21
OG0001003	5	4	3	3	2	3	1	21
OG0001004	7	4	2	2	2	2	2	21
OG0001005	4	7	3	1	2	2	2	21
OG0001006	13	4	1	1	0	1	1	21
OG0001007	5	3	4	2	2	3	2	21
OG0001008	21	0	0	0	0	0	0	21
OG0001009	3	8	2	2	2	2	2	21
OG0001010	21	0	0	0	0	0	0	21
OG0001011	1	8	3	1	2	2	4	21
OG0001012	4	7	2	2	2	1	3	21
OG0001013	4	7	2	2	2	2	2	21
OG0001014	4	7	2	2	2	2	2	21
OG0001015	1	10	2	2	2	2	2	21
OG0001016	4	6	3	3	0	3	2	21
OG0001017	2	14	0	1	0	0	4	21
OG0001018	5	7	0	3	3	1	2	21
OG0001019	4	7	2	2	2	2	2	21
OG0001020	7	0	3	1	4	6	0	21
OG0001021	10	4	0	3	2	1	1	21
OG0001022	6	5	5	0	0	1	4	21
OG0001023	5	7	1	2	3	2	1	21
OG0001024	1	4	4	2	4	3	3	21
OG0001025	6	5	4	2	1	2	1	21
OG0001026	3	4	2	2	3	4	3	21
OG0001027	4	1	3	5	3	4	1	21
OG0001028	4	8	2	2	2	2	1	21
OG0001029	4	8	2	2	2	1	2	21
OG0001030	4	7	2	2	2	2	2	21
OG0001031	2	9	1	2	1	3	3	21
OG0001032	5	11	0	2	1	0	2	21
OG0001033	3	7	3	2	2	2	2	21
OG0001034	4	7	2	2	2	2	2	21
OG0001035	5	6	2	2	2	2	2	21
OG0001036	2	11	1	3	2	1	1	21
OG0001037	3	5	4	2	2	2	3	21
OG0001038	4	6	2	2	1	1	5	21
OG0001039	4	8	1	2	2	2	2	21
OG0001040	2	5	2	2	3	3	4	21
OG0001041	2	4	1	2	5	4	3	21
OG0001042	5	6	2	2	2	2	2	21
OG0001043	3	7	2	2	2	3	2	21
OG0001044	2	9	2	0	4	2	2	21
OG0001045	2	7	2	3	1	2	4	21
OG0001046	7	0	2	3	3	3	3	21
OG0001047	4	7	2	2	2	2	2	21
OG0001048	2	10	4	1	0	2	2	21
OG0001049	3	7	3	2	2	2	2	21
OG0001050	2	9	2	2	2	2	2	21
OG0001051	2	10	2	3	1	1	2	21
OG0001052	5	6	2	2	2	1	3	21
OG0001053	6	6	2	2	2	1	2	21
OG0001054	5	6	2	2	2	2	2	21
OG0001055	3	8	2	2	2	2	2	21
OG0001056	2	7	2	2	2	3	3	21
OG0001057	3	3	2	3	2	4	4	21
OG0001058	2	7	2	3	3	2	2	21
OG0001059	4	7	2	2	2	2	2	21
OG0001060	2	7	4	3	4	0	1	21
OG0001061	2	6	3	2	2	4	2	21
OG0001062	5	6	2	2	2	2	2	21
OG0001063	2	10	3	3	1	0	2	21
OG0001064	3	8	2	2	2	2	2	21
OG0001065	5	6	2	2	2	2	2	21
OG0001066	1	5	2	4	2	4	3	21
OG0001067	1	9	2	3	2	2	2	21
OG0001068	2	1	3	3	3	4	5	21
OG0001069	3	2	7	1	3	1	4	21
OG0001070	1	9	1	2	0	3	5	21
OG0001071	2	9	2	4	2	2	0	21
OG0001072	1	5	2	4	2	3	4	21
OG0001073	2	6	4	1	1	0	7	21
OG0001074	2	6	2	3	3	3	2	21
OG0001075	2	8	2	2	2	2	3	21
OG0001076	1	8	1	1	5	2	3	21
OG0001077	1	10	3	2	3	1	1	21
OG0001078	2	9	2	2	1	2	3	21
OG0001079	0	20	0	0	0	0	1	21
OG0001080	0	10	1	2	2	3	3	21
OG0001081	0	21	0	0	0	0	0	21
OG0001082	0	13	0	4	2	2	0	21
OG0001083	0	21	0	0	0	0	0	21
OG0001084	0	20	0	0	0	0	1	21
OG0001085	0	20	0	1	0	0	0	21
OG0001086	0	16	0	2	3	0	0	21
OG0001087	0	10	2	0	1	0	8	21
OG0001088	0	17	1	2	0	0	1	21
OG0001089	0	11	3	1	3	1	2	21
OG0001090	0	14	2	1	0	2	2	21
OG0001091	0	13	0	3	1	2	2	21
OG0001092	0	9	4	2	3	2	1	21
OG0001093	0	2	0	0	1	0	18	21
OG0001094	0	0	1	0	0	0	20	21
OG0001095	0	0	1	0	0	0	20	21
OG0001096	0	0	0	0	1	0	20	21
OG0001097	4	7	2	2	2	2	1	20
OG0001098	2	8	1	2	2	1	4	20
OG0001099	4	7	2	2	2	2	1	20
OG0001100	18	1	0	0	0	0	1	20
OG0001101	20	0	0	0	0	0	0	20
OG0001102	4	5	2	2	2	2	3	20
OG0001103	18	0	1	0	1	0	0	20
OG0001104	3	6	3	2	1	3	2	20
OG0001105	1	4	1	3	3	4	4	20
OG0001106	2	4	3	3	3	3	2	20
OG0001107	1	4	3	2	2	4	4	20
OG0001108	4	5	2	2	2	3	2	20
OG0001109	3	7	2	2	2	2	2	20
OG0001110	3	5	1	3	3	1	4	20
OG0001111	3	6	1	2	6	1	1	20
OG0001112	4	6	2	2	2	2	2	20
OG0001113	4	6	2	2	2	2	2	20
OG0001114	6	4	3	2	1	1	3	20
OG0001115	5	6	2	1	2	2	2	20
OG0001116	4	7	1	2	2	2	2	20
OG0001117	3	4	3	3	2	3	2	20
OG0001118	6	6	1	2	2	1	2	20
OG0001119	4	6	2	2	2	2	2	20
OG0001120	3	5	2	2	2	3	3	20
OG0001121	2	6	2	4	2	2	2	20
OG0001122	3	5	3	2	2	2	3	20
OG0001123	4	4	2	2	3	3	2	20
OG0001124	1	8	2	2	2	3	2	20
OG0001125	2	5	3	3	2	2	3	20
OG0001126	1	6	4	1	0	1	7	20
OG0001127	2	6	2	2	2	4	2	20
OG0001128	2	8	3	2	3	1	1	20
OG0001129	4	5	3	2	2	3	1	20
OG0001130	3	1	3	3	3	3	4	20
OG0001131	3	0	3	3	3	4	4	20
OG0001132	2	6	3	2	3	2	2	20
OG0001133	2	0	10	1	3	1	3	20
OG0001134	4	7	2	2	2	2	1	20
OG0001135	2	6	2	2	3	1	4	20
OG0001136	2	8	2	2	2	2	2	20
OG0001137	3	7	2	2	2	2	2	20
OG0001138	5	4	3	2	2	2	2	20
OG0001139	1	8	2	2	3	2	2	20
OG0001140	5	4	3	2	2	2	2	20
OG0001141	3	3	3	3	1	3	4	20
OG0001142	5	5	2	2	2	2	2	20
OG0001143	4	6	2	2	2	2	2	20
OG0001144	2	4	2	2	4	4	2	20
OG0001145	3	7	2	2	2	2	2	20
OG0001146	2	8	2	2	3	2	1	20
OG0001147	6	4	5	1	3	1	0	20
OG0001148	4	6	2	2	2	2	2	20
OG0001149	3	7	2	2	3	2	1	20
OG0001150	2	8	2	2	2	0	4	20
OG0001151	4	5	2	2	2	1	4	20
OG0001152	5	5	2	2	2	2	2	20
OG0001153	5	5	2	2	2	2	2	20
OG0001154	4	6	3	1	3	1	2	20
OG0001155	3	7	2	1	2	1	4	20
OG0001156	4	4	2	2	2	2	4	20
OG0001157	3	8	1	2	2	2	2	20
OG0001158	3	5	2	3	2	2	3	20
OG0001159	2	7	2	1	5	2	1	20
OG0001160	3	5	3	2	2	2	3	20
OG0001161	4	7	2	2	1	2	2	20
OG0001162	1	10	3	2	1	2	1	20
OG0001163	4	0	3	3	2	4	4	20
OG0001164	1	5	2	3	3	3	3	20
OG0001165	1	8	0	1	3	2	5	20
OG0001166	4	5	3	2	2	2	2	20
OG0001167	3	6	2	2	3	3	1	20
OG0001168	1	7	1	2	3	3	3	20
OG0001169	2	6	1	3	2	3	3	20
OG0001170	3	8	1	1	3	2	2	20
OG0001171	2	3	3	3	3	3	3	20
OG0001172	4	4	4	2	2	2	2	20
OG0001173	2	5	3	2	3	4	1	20
OG0001174	1	4	3	3	2	3	4	20
OG0001175	5	5	2	2	2	2	2	20
OG0001176	6	2	2	3	1	3	3	20
OG0001177	2	8	1	2	2	2	3	20
OG0001178	3	5	3	3	1	2	3	20
OG0001179	1	15	0	1	1	1	1	20
OG0001180	2	5	4	2	3	1	3	20
OG0001181	2	6	1	2	2	4	3	20
OG0001182	4	10	2	1	1	1	1	20
OG0001183	2	8	3	3	1	1	2	20
OG0001184	4	7	2	2	2	2	1	20
OG0001185	1	9	2	3	2	2	1	20
OG0001186	1	0	2	1	0	1	15	20
OG0001187	1	8	2	3	3	2	1	20
OG0001188	2	8	3	1	3	1	2	20
OG0001189	1	10	2	2	3	1	1	20
OG0001190	2	5	3	3	2	2	3	20
OG0001191	1	9	2	2	2	2	2	20
OG0001192	2	8	2	2	2	2	2	20
OG0001193	1	13	0	1	2	1	2	20
OG0001194	1	5	3	3	3	2	3	20
OG0001195	1	8	2	3	2	2	2	20
OG0001196	1	9	1	1	3	3	2	20
OG0001197	1	10	2	2	3	1	1	20
OG0001198	1	4	4	1	3	3	4	20
OG0001199	1	9	2	2	1	4	1	20
OG0001200	0	14	0	2	2	2	0	20
OG0001201	0	8	5	1	2	1	3	20
OG0001202	0	7	1	1	4	4	3	20
OG0001203	0	9	2	3	2	1	3	20
OG0001204	0	11	3	1	1	2	2	20
OG0001205	0	7	3	2	4	3	1	20
OG0001206	0	11	1	1	2	3	2	20
OG0001207	0	18	1	0	0	0	1	20
OG0001208	0	11	0	3	4	1	1	20
OG0001209	0	8	2	3	2	2	3	20
OG0001210	0	14	2	1	0	1	2	20
OG0001211	0	7	3	3	3	2	2	20
OG0001212	0	11	1	3	2	2	1	20
OG0001213	0	10	3	2	0	0	5	20
OG0001214	0	4	1	0	0	0	15	20
OG0001215	0	15	2	0	0	0	3	20
OG0001216	0	2	1	0	0	0	17	20
OG0001217	0	5	4	3	0	5	3	20
OG0001218	0	8	2	1	4	3	2	20
OG0001219	0	1	2	2	2	6	7	20
OG0001220	0	3	5	3	2	4	3	20
OG0001221	0	2	5	1	0	3	9	20
OG0001222	0	9	3	1	2	2	3	20
OG0001223	0	0	1	0	1	0	18	20
OG0001224	0	0	0	0	1	0	19	20
OG0001225	0	0	0	0	0	0	20	20
OG0001226	4	8	2	2	2	0	1	19
OG0001227	19	0	0	0	0	0	0	19
OG0001228	2	6	1	2	4	2	2	19
OG0001229	4	6	2	2	2	2	1	19
OG0001230	2	7	2	2	2	2	2	19
OG0001231	17	1	1	0	0	0	0	19
OG0001232	13	3	0	1	1	1	0	19
OG0001233	6	3	2	2	2	2	2	19
OG0001234	2	6	2	2	4	1	2	19
OG0001235	4	5	2	2	1	2	3	19
OG0001236	4	5	2	2	2	2	2	19
OG0001237	19	0	0	0	0	0	0	19
OG0001238	4	5	2	2	2	2	2	19
OG0001239	5	5	2	2	1	2	2	19
OG0001240	3	9	0	1	2	2	2	19
OG0001241	3	5	2	2	2	2	3	19
OG0001242	4	4	3	2	2	3	1	19
OG0001243	3	5	2	2	3	2	2	19
OG0001244	4	6	2	2	3	1	1	19
OG0001245	3	2	0	2	8	3	1	19
OG0001246	3	7	1	2	3	1	2	19
OG0001247	3	5	2	2	2	2	3	19
OG0001248	2	5	1	2	1	4	4	19
OG0001249	3	5	2	2	2	2	3	19
